Family,SpeciesName,WoodDensity,Reference,,,,,,
Flacourtiaceae,Azara lanceolata,0.632,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Araliaceae,Raukaua laetevirens,0.572,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Verbenaceae,Rhaphithamnus spinosus,0.396,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Elaeocarpacaeae,Aristotelia chilensis,0.487,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Proteaceae,Lomatia dentata,0.561,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Proteaceae,Lomatia ferruginea,0.533,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Myrtaceae,Myrceugenia planipes,0.592,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Proteaceae,Lomatia hirsuta,0.54,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Proteaceae,Embothrium coccineum,0.528,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Myrtaceae,Blepharocalyx cruckshanksii,0.624,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Myrtaceae,Amomyrtus luma,0.66,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Myrtaceae,Amomyrtus meli,0.712,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Celastraceae,Maytenus boaria,0.616,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Myrtaceae,Luma apiculata,0.499,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Podocarpaceae,Podocarpus salignus,0.682,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Proteaceae,Gevuina avellana,0.373,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Winteraceae,Drimys winteri,0.609,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Aextoxiceae,Aextoxicon punctatum,0.526,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Lauraceae,Persea lingue,0.403,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Atherospermataceae,Laureliopsis philippiana,0.535,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Atherospermataceae,Laurelia sempervirens,0.566,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Cunoniaceae,Eucryphia cordifolia,0.532,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Nothofagaceae,Nothofagus obliqua,0.649,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Nothofagaceae,Nothofagus dombeyi,0.62,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Urticaceae,Urera baccifera,0.14,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Urticaceae,Boehmeria caudata,0.246,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Solanaceae,Vassobia breviflora,0.454,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Verbenaceae,Duranta serratifolia,0.405,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Piperaceae,Piper tucumanum,0.378,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Sapindaceae,Allophylus edulis,0.508,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Sapotaceae,Chrysophyllum marginatum,0.452,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Myrtaceae,Eugenia uniflora,0.742,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Bignoniaceae,Tecoma stans,0.357,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Urticaceae,Urera caracasana,0.149,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Solanaceae,Solanum riparium,0.365,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Myrtaceae,Eugenia pungens,0.735,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Bignoniaceae,Tabebuia impetiginosa,0.515,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Bignoniaceae,Jacaranda mimosifolia,0.459,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Combretaceae,Terminalia triflora,0.532,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Sapindaceae,Cupania vernalis,0.506,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Malvaceae,Heliocarpus popayanensis,0.232,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Myrsinaceae,Myrsine laetevirens,0.433,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Fabaceae,Parapiptadenia excelsa,0.545,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Juglandaceae,Juglans australis,0.409,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Lauraceae,Cinnamomum porphyrium,0.548,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Fabaceae,Tipuana tipu,0.405,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Polygonaceae,Ruprechtia laxiflora,0.551,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Myrtaceae,Blepharocalyx salicifolius,0.596,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Meliaceae,Cedrela lilloi,0.381,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Rutaceae,Erythrochiton fallax,0.49,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Simaroubaceae,Picramnia sellowii,0.548,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Meliaceae,Guarea guidonea,0.409,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Chrysobalanaceae,Hirtella triandra,0.462,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Rubiaceae,Alibertia verrucosa,0.475,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Lauraceae,Licaria triandra,0.543,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Polygonaceae,Triplaris americana,0.181,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Urticaceae,Pourouma cecropiifolia,0.305,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Malvaceae,Heliocarpus americanus,0.267,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Sapindaceae,Sapindus saponaria,0.533,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Fabaceae,Inga edulis,0.612,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Meliaceae,Swietenia macrophylla,0.42,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Moraceae,Batocarpus amazonicus,0.365,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Apocynaceae,Aspidosperma rigidum,0.492,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Fabaceae,Ormosia nobilis,0.639,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Moraceae,Maclura tinctoria,0.368,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Euphorbiaceae,Sapium glandulosum,0.246,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Ulmaceae,Trema micrantha,0.318,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Rutaceae,Zanthoxylum sprucei,0.331,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Combretaceae,Terminalia oblonga,0.523,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Sapotaceae,Pouteria nemorosa,0.493,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Fabaceae,Schizolobium parahyba,0.321,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Lecythidaceae,Cariniana estrellensis,0.595,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Euphorbiaceae,Hura crepitans,0.298,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
Moraceae,Ficus boliviana,0.246,"Lusk et al., 2016.  Testing for functional convergence of temperate rainforest tree assemblages in Chile and New Zealand",,,,,,
