,SpeciesName,Genus,Species,Family,Binomial
25841,Trichoscypha arborea,Trichoscypha,arborea,Anacardiaceae,Trichoscypha arborea
25842,Trichoscypha beguei,Trichoscypha,beguei,Anacardiaceae,Trichoscypha beguei
25843,Trichoscypha blydeniae,Trichoscypha,blydeniae,Anacardiaceae,Trichoscypha blydeniae
25844,Trichoscypha cavalliensis,Trichoscypha,cavalliensis,Anacardiaceae,Trichoscypha cavalliensis
25845,Trichoscypha lucens,Trichoscypha,lucens,Anacardiaceae,Trichoscypha lucens
25846,Trichoscypha mannii,Trichoscypha,mannii,Anacardiaceae,Trichoscypha mannii
25847,Trichoscypha oddonii,Trichoscypha,oddonii,Anacardiaceae,Trichoscypha oddonii
25848,Trichoscypha patens,Trichoscypha,patens,Anacardiaceae,Trichoscypha patens
25849,Trichoscypha preussii,Trichoscypha,preussii,Anacardiaceae,Trichoscypha preussii
25850,Trichoscypha reygaertii,Trichoscypha,reygaertii,Anacardiaceae,Trichoscypha reygaertii
25851,Trichoscypha sppCDi1,Trichoscypha,,Anacardiaceae,Trichoscypha 
25852,Trichoscypha sppFPnet1,Trichoscypha,,Anacardiaceae,Trichoscypha 
25853,Trichoscypha sppGA1,Trichoscypha,,Anacardiaceae,Trichoscypha 
25854,Trichoscypha sppGHA1,Trichoscypha,,Anacardiaceae,Trichoscypha 
25855,Trichoscypha sppKorup1,Trichoscypha,,Anacardiaceae,Trichoscypha 
25856,Trichoscypha sppNdakani1,Trichoscypha,,Anacardiaceae,Trichoscypha 
25857,Trichoscypha sppNdakanni1,Trichoscypha,,Anacardiaceae,Trichoscypha 
25858,Trichoscypha sppNdakanni2,Trichoscypha,,Anacardiaceae,Trichoscypha 
25859,Trichoscypha sppTEAM1,Trichoscypha,,Anacardiaceae,Trichoscypha 
25860,Trichoscypha sppTEAM2,Trichoscypha,,Anacardiaceae,Trichoscypha 
25861,Trichoscypha sppTEAM3,Trichoscypha,,Anacardiaceae,Trichoscypha 
25862,Trichoscypha submontana,Trichoscypha,submontana,Anacardiaceae,Trichoscypha submontana
25863,Trichospermum calyculatum,Trichospermum,calyculatum,Malvaceae,Trichospermum calyculatum
25864,Trichospermum galeottii,Trichospermum,galeottii,Malvaceae,Trichospermum galeottii
25865,Trichospermum grewiifolium,Trichospermum,grewiifolium,Malvaceae,Trichospermum grewiifolium
25866,Trichospermum involucratum,Trichospermum,involucratum,Malvaceae,Trichospermum involucratum
25867,Trichospermum ledermannii,Trichospermum,ledermannii,Malvaceae,Trichospermum ledermannii
25868,Trichospermum mexicanum,Trichospermum,mexicanum,Malvaceae,Trichospermum mexicanum
25869,Trichospermum pleiostigma,Trichospermum,pleiostigma,Malvaceae,Trichospermum pleiostigma
25870,Trichospermum sppPacific1,Trichospermum,,Malvaceae,Trichospermum 
25871,Trichostigma octandra,Trichostigma,octandrum,Petiveriaceae,Trichostigma octandrum
25872,Trichostigma sppCutervo1,Trichostigma,,Petiveriaceae,Trichostigma 
25873,Trichostigma sppGentry1,Trichostigma,,Petiveriaceae,Trichostigma 
25874,Trichostigma sppPerromue1,Trichostigma,,Petiveriaceae,Trichostigma 
25875,Triclisia dictyophylla,Triclisia,dictyophylla,Menispermaceae,Triclisia dictyophylla
25876,Triclisia gilletii,Triclisia,gilletii,Menispermaceae,Triclisia gilletii
25877,Triclisia patens,Triclisia,patens,Menispermaceae,Triclisia patens
25878,Triclisia sacleuxii,Triclisia,sacleuxii,Menispermaceae,Triclisia sacleuxii
25879,Triclisia sppAnkarif1,Triclisia,,Menispermaceae,Triclisia 
25880,Triclisia sppAnkarif2,Triclisia,,Menispermaceae,Triclisia 
25881,Tridesmostemon bipendensis,Tridesmostemon,,Sapotaceae,Tridesmostemon
25882,Tridesmostemon claessensii,Tridesmostemon,claessensii,Sapotaceae,Tridesmostemon claessensii
25883,Tridesmostemon omphalocarpoides,Tridesmostemon,omphalocarpoides,Sapotaceae,Tridesmostemon omphalocarpoides
25884,Trigonia boliviensis,Trigyneia,boliviensis,Annonaceae,Trigyneia boliviensis
25885,Trigonia eriosperma,Trigonia,eriosperma,Trigoniaceae,Trigonia eriosperma
25886,Trigonia sppCamorin1,Trigonia,,Trigoniaceae,Trigonia 
25887,Trigonia sppChaquima1,Trigonia,,Trigoniaceae,Trigonia 
25888,Trigonia sppColosoi1,Trigonia,,Trigoniaceae,Trigonia 
25889,Trigoniastrum hypoleucum,Trigoniastrum,hypoleucum,Trigoniaceae,Trigoniastrum hypoleucum
25890,Trigonobalanus excelsa,Trigonobalanus,excelsa,Fagaceae,Trigonobalanus excelsa
25891,Trigonopleura malayana,Trigonopleura,malayana,Peraceae,Trigonopleura malayana
25892,Trigonostemon sumatranus,Trigonostemon,sumatranus,Euphorbiaceae,Trigonostemon sumatranus
25893,Trigynaea cinnamomea,Trigynaea,cinnamomea,Annonaceae,Trigynaea cinnamomea
25894,Trigynaea duckei,Trigynaea,duckei,Annonaceae,Trigynaea duckei
25895,Trigynaea ecuadorensis,Trigynaea,ecuadorensis,Annonaceae,Trigynaea ecuadorensis
25896,Trigynaea sppAraracua1,Trigynaea,,Annonaceae,Trigynaea 
25897,Trigynaea sppGentry1,Trigynaea,,Annonaceae,Trigynaea 
25898,Trigynaea sppRAINFOR1,Trigynaea,,Annonaceae,Trigynaea 
25899,Trigynaea sppSucusari1,Trigynaea,,Annonaceae,Trigynaea 
25900,Trigynaea sppTEAM1,Trigynaea,,Annonaceae,Trigynaea 
25901,Trigynaea sppTamboall1,Trigynaea,,Annonaceae,Trigynaea 
25902,Trilepisium madagascariensis,Trilepisium,madagascariense,Moraceae,Trilepisium madagascariense
25903,Trilepisium mildbraedii,Trilepisium,,Moraceae,Trilepisium 
25904,Trilepisium sppAnkarif1,Trilepisium,,Moraceae,Trilepisium 
25905,Trilepisium sppPerinet1,Trilepisium,,Moraceae,Trilepisium 
25906,Trimenia neocaledonica,Trimenia,neocaledonica,Trimeniaceae,Trimenia neocaledonica
25907,Triomma malaccensis,Triomma,malaccensis,Burseraceae,Triomma malaccensis
25908,Triphasia trifolia,Triphasia,trifolia,Rutaceae,Triphasia trifolia
25909,Triplaris americana,Triplaris,americana,Polygonaceae,Triplaris americana
25910,Triplaris caracasana,Triplaris,caracasana,Polygonaceae,Triplaris caracasana
25911,Triplaris cumingiana,Triplaris,cumingiana,Polygonaceae,Triplaris cumingiana
25912,Triplaris dugandii,Triplaris,dugandii,Polygonaceae,Triplaris dugandii
25913,Triplaris mela,Triplaris,,Polygonaceae,Triplaris 
25914,Triplaris melaenodendron,Triplaris,melaenodendron,Polygonaceae,Triplaris melaenodendron
25915,Triplaris peruviana,Triplaris,peruviana,Polygonaceae,Triplaris peruviana
25916,Triplaris poeppigiana,Triplaris,poeppigiana,Polygonaceae,Triplaris poeppigiana
25917,Triplaris setosa,Triplaris,setosa,Polygonaceae,Triplaris setosa
25918,Triplaris sppCandamo1,Triplaris,,Polygonaceae,Triplaris 
25919,Triplaris sppChaquima1,Triplaris,,Polygonaceae,Triplaris 
25920,Triplaris sppColosoi1,Triplaris,,Polygonaceae,Triplaris 
25921,Triplaris sppCuzcoama1,Triplaris,,Polygonaceae,Triplaris 
25922,Triplaris sppEsmerald1,Triplaris,,Polygonaceae,Triplaris 
25923,Triplaris sppFPnet1,Triplaris,,Polygonaceae,Triplaris 
25924,Triplaris sppGentry1,Triplaris,,Polygonaceae,Triplaris 
25925,Triplaris sppNangarit1,Triplaris,,Polygonaceae,Triplaris 
25926,Triplaris sppRAINFOR1,Triplaris,,Polygonaceae,Triplaris 
25927,Triplaris sppSantacru1,Triplaris,,Polygonaceae,Triplaris 
25928,Triplaris sppSantotom1,Triplaris,,Polygonaceae,Triplaris 
25929,Triplaris surinamensis,Triplaris,surinamensis,Polygonaceae,Triplaris surinamensis
25930,Triplochiton scleroxylon,Triplochiton,scleroxylon,Malvaceae,Triplochiton scleroxylon
25931,Triplochlamys sppSCA1,Triplochlamys,,Malvaceae,Triplochlamys 
25932,Tristaniopsis burmanica,Tristaniopsis,burmanica,Myrtaceae,Tristaniopsis burmanica
25933,Tristellateia sppPerinet1,Tristellateia,,Malpighiaceae,Tristellateia 
25934,Tristiriopsis acutangula,Tristiropsis,acutangula,Sapindaceae,Tristiropsis acutangula
25935,Tristiropsis obtusangula,Tristiropsis,obtusangula,Sapindaceae,Tristiropsis obtusangula
25936,Trithrinax brasiliensis,Trithrinax,brasiliensis,Arecaceae,Trithrinax brasiliensis
25937,Triumfetta calderonii,Triumfetta,calderonii,Malvaceae,Triumfetta calderonii
25938,Trivalvaria macrophylla,Trivalvaria,macrophylla,Annonaceae,Trivalvaria macrophylla
25939,Trochocarpa laurina,Trochocarpa,laurina,Ericaceae,Trochocarpa laurina
25940,Trophis caucana,Trophis,caucana,Moraceae,Trophis caucana
25941,Trophis involucrata,Trophis,involucrata,Moraceae,Trophis involucrata
25942,Trophis mexicana,Trophis,mexicana,Moraceae,Trophis mexicana
25943,Trophis racemosa,Trophis,racemosa,Moraceae,Trophis racemosa
25944,Trophis scandens,Trophis,scandens,Moraceae,Trophis scandens
25945,Trophis soroceatrophoides,Trophis,,Moraceae,Trophis 
25946,Trophis sppCerroelp1,Trophis,,Moraceae,Trophis 
25947,Trophis sppConstanc1,Trophis,,Moraceae,Trophis 
25948,Trophis sppCueva1,Trophis,,Moraceae,Trophis 
25949,Trophis symplacos,Trophis,,Moraceae,Trophis 
25950,Trymatococcus amazonicus,Trymatococcus,amazonicus,Moraceae,Trymatococcus amazonicus
25951,Trymatococcus oligandrus,Trymatococcus,oligandrus,Moraceae,Trymatococcus oligandrus
25952,Trymatococcus paraensis,Trymatococcus,paraensis,Moraceae,Trymatococcus paraensis
25953,Trymatococcus sppGF1,Trymatococcus,,Moraceae,Trymatococcus 
25954,Trymatococcus sppRAINFOR1,Trymatococcus,,Moraceae,Trymatococcus 
25955,Tsuga canadensis,Tsuga,canadensis,Pinaceae,Tsuga canadensis
25956,Tsuga caroliniana,Tsuga,caroliniana,Pinaceae,Tsuga caroliniana
25957,Tsuga dumosa,Tsuga,dumosa,Pinaceae,Tsuga dumosa
25958,Tsuga heterophylla,Tsuga,heterophylla,Pinaceae,Tsuga heterophylla
25959,Tsuga mertensiana,Tsuga,mertensiana,Pinaceae,Tsuga mertensiana
25960,Tsuga sppCAi1,Tsuga,,Pinaceae,Tsuga 
25961,Tsuga sppDE1,Tsuga,,Pinaceae,Tsuga 
25962,Tsuga sppDK1,Tsuga,,Pinaceae,Tsuga 
25963,Tsuga sppUS1,Tsuga,,Pinaceae,Tsuga 
25964,Turbina abutiloides,Turbina,abutiloides,Convolvulaceae,Turbina abutiloides
25965,Turbina corymbosa,Turbina,corymbosa,Convolvulaceae,Turbina corymbosa
25966,Turillia vitiensis,Turrillia,vitiensis,Proteaceae,Turrillia vitiensis
25967,Turpinia heterophylla,Turpinia,heterophylla,Staphyleaceae,Turpinia heterophylla
25968,Turpinia insignis,Turpinia,insignis,Staphyleaceae,Turpinia insignis
25969,Turpinia montana,Turpinia,montana,Staphyleaceae,Turpinia montana
25970,Turpinia occidentalis,Turpinia,occidentalis,Staphyleaceae,Turpinia occidentalis
25971,Turpinia paniculata,Turpinia,paniculata,Staphyleaceae,Turpinia paniculata
25972,Turpinia pentandra,Turpinia,pentandra,Staphyleaceae,Turpinia pentandra
25973,Turpinia sppFarall1,Turpinia,,Staphyleaceae,Turpinia 
25974,Turpinia sppGentry1,Turpinia,,Staphyleaceae,Turpinia 
25975,Turpinia sppHachimal1,Turpinia,,Staphyleaceae,Turpinia 
25976,Turpinia sppKhaoyai1,Turpinia,,Staphyleaceae,Turpinia 
25977,Turpinia sppVarirata1,Turpinia,,Staphyleaceae,Turpinia 
25978,Turraea sppTEAM1,Turraea,,Meliaceae,Turraea 
25979,Turraeanthus africanus,Turraeanthus,africanus,Meliaceae,Turraeanthus africanus
25980,Turraeanthus mannii,Turraeanthus,mannii,Meliaceae,Turraeanthus mannii
25981,Turrea sppAUi1,Turraea,,Meliaceae,Turraea 
25982,Turrillia lutea,Turrillia,lutea,Proteaceae,Turrillia lutea
25983,Turrillia vitiensis,Turrillia,vitiensis,Proteaceae,Turrillia vitiensis
25984,Tynanthus fasciculatus,Tynanthus,fasciculatus,Bignoniaceae,Tynanthus fasciculatus
25985,Tynanthus panurensis,Tynanthus,panurensis,Bignoniaceae,Tynanthus panurensis
25986,Tynanthus polyanthus,Tynanthus,polyanthus,Bignoniaceae,Tynanthus polyanthus
25987,Tynanthus pubescens,Tynanthus,pubescens,Bignoniaceae,Tynanthus pubescens
25988,Tynanthus schumannianus,Tynanthus,schumannianus,Bignoniaceae,Tynanthus schumannianus
25989,Tynanthus sppShiringa1,Tynanthus,,Bignoniaceae,Tynanthus 
25990,Uapaca acuminata,Uapaca,acuminata,Phyllanthaceae,Uapaca acuminata
25991,Uapaca corbisieri,Uapaca,corbisieri,Phyllanthaceae,Uapaca corbisieri
25992,Uapaca esculenta,Uapaca,esculenta,Phyllanthaceae,Uapaca esculenta
25993,Uapaca guineensis,Uapaca,guineensis,Phyllanthaceae,Uapaca guineensis
25994,Uapaca heudelotii,Uapaca,heudelotii,Phyllanthaceae,Uapaca heudelotii
25995,Uapaca paludosa,Uapaca,paludosa,Phyllanthaceae,Uapaca paludosa
25996,Uapaca sppBanyong1,Uapaca,,Phyllanthaceae,Uapaca 
25997,Uapaca sppBanyong2,Uapaca,,Phyllanthaceae,Uapaca 
25998,Uapaca sppCD1,Uapaca,,Phyllanthaceae,Uapaca 
25999,Uapaca sppCM1,Uapaca,,Phyllanthaceae,Uapaca 
26000,Uapaca sppFPnet1,Uapaca,,Phyllanthaceae,Uapaca 
26001,Uapaca sppGA1,Uapaca,,Phyllanthaceae,Uapaca 
26002,Uapaca sppSL1,Uapaca,,Phyllanthaceae,Uapaca 
26003,Uapaca sppTEAM1,Uapaca,,Phyllanthaceae,Uapaca 
26004,Uapaca staudtii,Uapaca,staudtii,Phyllanthaceae,Uapaca staudtii
26005,Uapaca vanhouttei,Uapaca,vanhouttei,Phyllanthaceae,Uapaca vanhouttei
26006,Ulex europaeus,Ulex,europaeus,Fabaceae,Ulex europaeus
26007,Ulmaceae sppVN1,,,NA, 
26008,Ulmus alata,Ulmus,alata,Ulmaceae,Ulmus alata
26009,Ulmus americana,Ulmus,americana,Ulmaceae,Ulmus americana
26010,Ulmus campestris,Ulmus,campestris,Ulmaceae,Ulmus campestris
26011,Ulmus carpinifolia,Ulmus,carpinifolia,Ulmaceae,Ulmus carpinifolia
26012,Ulmus crassifolia,Ulmus,crassifolia,Ulmaceae,Ulmus crassifolia
26013,Ulmus davidiana,Ulmus,davidiana,Ulmaceae,Ulmus davidiana
26014,Ulmus glabra,Ulmus,glabra,Ulmaceae,Ulmus glabra
26015,Ulmus laciniata,Ulmus,laciniata,Ulmaceae,Ulmus laciniata
26016,Ulmus laevis,Ulmus,laevis,Ulmaceae,Ulmus laevis
26017,Ulmus macrocarpa,Ulmus,macrocarpa,Ulmaceae,Ulmus macrocarpa
26018,Ulmus minor,Ulmus,minor,Ulmaceae,Ulmus minor
26019,Ulmus montana,Ulmus,montana,Ulmaceae,Ulmus montana
26020,Ulmus parvifolia,Ulmus,parvifolia,Ulmaceae,Ulmus parvifolia
26021,Ulmus pumila,Ulmus,pumila,Ulmaceae,Ulmus pumila
26022,Ulmus rubra,Ulmus,rubra,Ulmaceae,Ulmus rubra
26023,Ulmus scabra,Ulmus,scabra,Ulmaceae,Ulmus scabra
26024,Ulmus serotina,Ulmus,serotina,Ulmaceae,Ulmus serotina
26025,Ulmus sppCN1,Ulmus,,Ulmaceae,Ulmus 
26026,Ulmus sppDE1,Ulmus,,Ulmaceae,Ulmus 
26027,Ulmus sppDEii1,Ulmus,,Ulmaceae,Ulmus 
26028,Ulmus sppDK1,Ulmus,,Ulmaceae,Ulmus 
26029,Ulmus sppEU1,Ulmus,,Ulmaceae,Ulmus 
26030,Ulmus sppIT1,Ulmus,,Ulmaceae,Ulmus 
26031,Ulmus sppNL1,Ulmus,,Ulmaceae,Ulmus 
26032,Ulmus sppPLiv1,Ulmus,,Ulmaceae,Ulmus 
26033,Ulmus sppUS1,Ulmus,,Ulmaceae,Ulmus 
26034,Ulmus sppVN1,Ulmus,,Ulmaceae,Ulmus 
26035,Ulmus thomasii,Ulmus,thomasii,Ulmaceae,Ulmus thomasii
26036,Umbellularia californica,Umbellularia,californica,Lauraceae,Umbellularia californica
26037,Umus glabra,Ulmus,glabra,Ulmaceae,Ulmus glabra
26038,Uncaria africana,Uncaria,africana,Rubiaceae,Uncaria africana
26039,Uncaria gambir,Uncaria,gambir,Rubiaceae,Uncaria gambir
26040,Uncaria guianensis,Uncaria,guianensis,Rubiaceae,Uncaria guianensis
26041,Uncaria sppEncanto1,Uncaria,,Rubiaceae,Uncaria 
26042,Uncaria sppGenting1,Uncaria,,Rubiaceae,Uncaria 
26043,Uncaria sppGenting2,Uncaria,,Rubiaceae,Uncaria 
26044,Uncaria sppKhaoyai1,Uncaria,,Rubiaceae,Uncaria 
26045,Uncaria sppKhaoyai2,Uncaria,,Rubiaceae,Uncaria 
26046,Uncaria sppMakokou21,Uncaria,,Rubiaceae,Uncaria 
26047,Uncaria sppPasoh401,Uncaria,,Rubiaceae,Uncaria 
26048,Uncaria sppVarirata1,Uncaria,,Rubiaceae,Uncaria 
26049,Uncaria sppYanam11,Uncaria,,Rubiaceae,Uncaria 
26050,Uncaria talbotii,Uncaria,talbotii,Rubiaceae,Uncaria talbotii
26051,Uncaria tomentosa,Uncaria,tomentosa,Rubiaceae,Uncaria tomentosa
26052,Unonopsis aviceps,Unonopsis,aviceps,Annonaceae,Unonopsis aviceps
26053,Unonopsis bahiensis,Unonopsis,bahiensis,Annonaceae,Unonopsis bahiensis
26054,Unonopsis diospyros,Unonopsis,,Annonaceae,Unonopsis 
26055,Unonopsis duckei,Unonopsis,duckei,Annonaceae,Unonopsis duckei
26056,Unonopsis floribunda,Unonopsis,floribunda,Annonaceae,Unonopsis floribunda
26057,Unonopsis glaucopetala,Unonopsis,glaucopetala,Annonaceae,Unonopsis glaucopetala
26058,Unonopsis gracilis,Unonopsis,gracilis,Annonaceae,Unonopsis gracilis
26059,Unonopsis guatterioides,Unonopsis,guatterioides,Annonaceae,Unonopsis guatterioides
26060,Unonopsis hammelii,Unonopsis,hammelii,Annonaceae,Unonopsis hammelii
26061,Unonopsis lindmanii,Unonopsis,lindmanii,Annonaceae,Unonopsis lindmanii
26062,Unonopsis magnifolia,Unonopsis,magnifolia,Annonaceae,Unonopsis magnifolia
26063,Unonopsis mathewsii,Unonopsis,matthewsii,Annonaceae,Unonopsis matthewsii
26064,Unonopsis matthewsii,Unonopsis,matthewsii,Annonaceae,Unonopsis matthewsii
26065,Unonopsis osae,Unonopsis,osae,Annonaceae,Unonopsis osae
26066,Unonopsis perrottetii,Unonopsis,perrottetii,Annonaceae,Unonopsis perrottetii
26067,Unonopsis peruviana,Unonopsis,peruviana,Annonaceae,Unonopsis peruviana
26068,Unonopsis pittieri,Unonopsis,pittieri,Annonaceae,Unonopsis pittieri
26069,Unonopsis rufescens,Unonopsis,rufescens,Annonaceae,Unonopsis rufescens
26070,Unonopsis spectabilis,Unonopsis,spectabilis,Annonaceae,Unonopsis spectabilis
26071,Unonopsis sppAllpahua1,Unonopsis,,Annonaceae,Unonopsis 
26072,Unonopsis sppAllpahua2,Unonopsis,,Annonaceae,Unonopsis 
26073,Unonopsis sppAraracua1,Unonopsis,,Annonaceae,Unonopsis 
26074,Unonopsis sppBelem1,Unonopsis,,Annonaceae,Unonopsis 
26075,Unonopsis sppBilsa1,Unonopsis,,Annonaceae,Unonopsis 
26076,Unonopsis sppCR1,Unonopsis,,Annonaceae,Unonopsis 
26077,Unonopsis sppCR2,Unonopsis,,Annonaceae,Unonopsis 
26078,Unonopsis sppCuzcoama1,Unonopsis,,Annonaceae,Unonopsis 
26079,Unonopsis sppCuzcoama2,Unonopsis,,Annonaceae,Unonopsis 
26080,Unonopsis sppCuzcoama3,Unonopsis,,Annonaceae,Unonopsis 
26081,Unonopsis sppCuzcoama4,Unonopsis,,Annonaceae,Unonopsis 
26082,Unonopsis sppFPnet1,Unonopsis,,Annonaceae,Unonopsis 
26083,Unonopsis sppGF1,Unonopsis,,Annonaceae,Unonopsis 
26084,Unonopsis sppGentry1,Unonopsis,,Annonaceae,Unonopsis 
26085,Unonopsis sppHuamani1,Unonopsis,,Annonaceae,Unonopsis 
26086,Unonopsis sppHumboldt1,Unonopsis,,Annonaceae,Unonopsis 
26087,Unonopsis sppIndiana1,Unonopsis,,Annonaceae,Unonopsis 
26088,Unonopsis sppIndiana2,Unonopsis,,Annonaceae,Unonopsis 
26089,Unonopsis sppIndiana3,Unonopsis,,Annonaceae,Unonopsis 
26090,Unonopsis sppJenarohe1,Unonopsis,,Annonaceae,Unonopsis 
26091,Unonopsis sppLaraya1,Unonopsis,,Annonaceae,Unonopsis 
26092,Unonopsis sppLaselva1,Unonopsis,,Annonaceae,Unonopsis 
26093,Unonopsis sppMadidi1,Unonopsis,,Annonaceae,Unonopsis 
26094,Unonopsis sppMadidi2,Unonopsis,,Annonaceae,Unonopsis 
26095,Unonopsis sppMagsasay1,Unonopsis,,Annonaceae,Unonopsis 
26096,Unonopsis sppMishnfl2,Unonopsis,,Annonaceae,Unonopsis 
26097,Unonopsis sppMurri1,Unonopsis,,Annonaceae,Unonopsis 
26098,Unonopsis sppNangarit1,Unonopsis,,Annonaceae,Unonopsis 
26099,Unonopsis sppOsasiren1,Unonopsis,,Annonaceae,Unonopsis 
26100,Unonopsis sppPE1,Unonopsis,,Annonaceae,Unonopsis 
26101,Unonopsis sppPipeline1,Unonopsis,,Annonaceae,Unonopsis 
26102,Unonopsis sppRAINFOR1,Unonopsis,,Annonaceae,Unonopsis 
26103,Unonopsis sppRanchoqu1,Unonopsis,,Annonaceae,Unonopsis 
26104,Unonopsis sppRionegro1,Unonopsis,,Annonaceae,Unonopsis 
26105,Unonopsis sppRiotavar1,Unonopsis,,Annonaceae,Unonopsis 
26106,Unonopsis sppTEAM1,Unonopsis,,Annonaceae,Unonopsis 
26107,Unonopsis sppTambo1,Unonopsis,,Annonaceae,Unonopsis 
26108,Unonopsis sppTamboall1,Unonopsis,,Annonaceae,Unonopsis 
26109,Unonopsis sppTutunend1,Unonopsis,,Annonaceae,Unonopsis 
26110,Unonopsis sppYanam11,Unonopsis,,Annonaceae,Unonopsis 
26111,Unonopsis stipitata,Unonopsis,stipitata,Annonaceae,Unonopsis stipitata
26112,Unonopsis theobromifolia,Unonopsis,theobromifolia,Annonaceae,Unonopsis theobromifolia
26113,Unonopsis veneficiorum,Unonopsis,veneficiorum,Annonaceae,Unonopsis veneficiorum
26114,Unonopsis williamsii,Unonopsis,williamsii,Annonaceae,Unonopsis williamsii
26115,Urbanolophium nunezii,,,NA, 
26116,Urceola javanica,Urceola,javanica,Apocynaceae,Urceola javanica
26117,Urera acuminata,Urera,acuminata,Urticaceae,Urera acuminata
26118,Urera alcaeafolia,Urera,alceifolia,Urticaceae,Urera alceifolia
26119,Urera baccifera,Urera,baccifera,Urticaceae,Urera baccifera
26120,Urera cameroonensis,Urera,cameroonensis,Urticaceae,Urera cameroonensis
26121,Urera capitata,Urera,capitata,Urticaceae,Urera capitata
26122,Urera caracasana,Urera,caracasana,Urticaceae,Urera caracasana
26123,Urera eggersii,Urera,eggersii,Urticaceae,Urera eggersii
26124,Urera elata,Urera,elata,Urticaceae,Urera elata
26125,Urera nitida,Urera,nitida,Urticaceae,Urera nitida
26126,Urera sppAnkarif1,Urera,,Urticaceae,Urera 
26127,Urera sppBOi1,Urera,,Urticaceae,Urera 
26128,Urera sppBRii1,Urera,,Urticaceae,Urera 
26129,Urera sppCerroesp1,Urera,,Urticaceae,Urera 
26130,Urera sppCerroolu1,Urera,,Urticaceae,Urera 
26131,Urera sppChamela21,Urera,,Urticaceae,Urera 
26132,Urera sppChamela41,Urera,,Urticaceae,Urera 
26133,Urera sppCuangos1,Urera,,Urticaceae,Urera 
26134,Urera sppCueva1,Urera,,Urticaceae,Urera 
26135,Urera sppEncanto1,Urera,,Urticaceae,Urera 
26136,Urera sppFPnet1,Urera,,Urticaceae,Urera 
26137,Urera sppGentry1,Urera,,Urticaceae,Urera 
26138,Urera sppLagenoa1,Urera,,Urticaceae,Urera 
26139,Urera sppLoshaiti1,Urera,,Urticaceae,Urera 
26140,Urera sppRAINFOR1,Urera,,Urticaceae,Urera 
26141,Urera sppTEAM1,Urera,,Urticaceae,Urera 
26142,Urera sppTamblat21,Urera,,Urticaceae,Urera 
26143,Uribea sppRAINFOR1,Uribea,,Fabaceae,Uribea 
26144,Uribea tamarindoides,Uribea,tamarindoides,Fabaceae,Uribea tamarindoides
26145,Urophyllum glabrum,Urophyllum,glabrum,Rubiaceae,Urophyllum glabrum
26146,Urophyllum hirsutum,Urophyllum,hirsutum,Rubiaceae,Urophyllum hirsutum
26147,Urtica sppVE1,Urtica,,Urticaceae,Urtica 
26148,Urticaceae sppGF1,,,NA, 
26149,Urticaceae sppIN1,,,NA, 
26150,Urvillea sppColorado1,Urvillea,,Sapindaceae,Urvillea 
26151,Urvillea sppQuiapaca1,Urvillea,,Sapindaceae,Urvillea 
26152,Urvillea uniloba,Urvillea,uniloba,Sapindaceae,Urvillea uniloba
26153,Uvaria afzelii,Uvaria,afzelii,Annonaceae,Uvaria afzelii
26154,Uvaria combretifolia,Uvaria,combretifolia,Annonaceae,Uvaria combretifolia
26155,Uvaria goezeana,Uvaria,goezeana,Annonaceae,Uvaria goezeana
26156,Uvaria laurentii,Uvaria,laurentii,Annonaceae,Uvaria laurentii
26157,Uvaria lutescens,Uvaria,lutescens,Annonaceae,Uvaria lutescens
26158,Uvaria pandensis,Uvaria,pandensis,Annonaceae,Uvaria pandensis
26159,Uvaria poggei,Uvaria,poggei,Annonaceae,Uvaria poggei
